phase,epoch,train_loss,train_loss_part_loss_cls,train_loss_part_loss_factor,train_loss_part_loss_local,train_loss_part_loss_artifact,train_loss_part_loss_subtype,train_loss_part_loss_pairrank,train_loss_part_loss_subtype_class_consistency,train_loss_part_loss_hard_gm,train_loss_part_loss_medium_bad_guard,train_loss_part_local_qrs,train_loss_part_local_artifact,train_loss_part_local_cont,train_loss_part_detector_agreement_batch,train_loss_part_artifact_bce,train_loss_part_artifact_severity_loss,train_loss_part_bad_specific_loss,train_loss_part_artifact_nonbad_bad_prob,train_acc,train_macro_f1,train_good_recall,train_medium_recall,train_bad_recall,train_good_to_medium,train_medium_to_good,train_bad_to_medium,train_bad_fpr_nonbad,train_macro_f1_sklearn,train_supported_labels,train_artifact_positive_nonbad_count,train_artifact_positive_nonbad_bad_fpr,train_factor_mae,train_quality_subtype_rows,train_quality_subtype_acc,train_quality_subtype_class_acc,train_boundary_four_rows,train_boundary_label_acc,train_boundary_family_acc,train_boundary_label_balanced_acc,train_record_macro_acc,train_record_macro_supported_f1,train_record_macro_full_f1,train_bad_record_count,train_bad_containing_record_bad_recall_mean,train_bad_containing_record_acc_mean,val_acc,val_macro_f1,val_good_recall,val_medium_recall,val_bad_recall,val_good_to_medium,val_medium_to_good,val_bad_to_medium,val_bad_fpr_nonbad,val_macro_f1_sklearn,val_supported_labels,val_artifact_positive_nonbad_count,val_artifact_positive_nonbad_bad_fpr,val_factor_mae,val_quality_subtype_rows,val_quality_subtype_acc,val_quality_subtype_class_acc,val_boundary_four_rows,val_boundary_label_acc,val_boundary_family_acc,val_boundary_label_balanced_acc,val_record_macro_acc,val_record_macro_supported_f1,val_record_macro_full_f1,val_bad_record_count,val_bad_containing_record_bad_recall_mean,val_bad_containing_record_acc_mean
finetune,1,0.5120304500827423,0.355775671509596,0.3348163440823555,0.135396185116126,0.24357569945546298,2.481404937689121,0.0,0.0,0.0,0.0,0.16144183753774716,0.15328210798593667,0.041413230491945376,0.3864506282485448,0.1716883816398107,0.03567531687709002,0.034870420586608254,0.048980245706983484,0.8933413557962294,0.8917944278737147,0.8752105896510228,0.8093862815884476,0.9954271961492178,0.1200962695547533,0.09651022864019254,0.004332129963898917,0.049398315282791816,0.8917944278737147,"good,medium,bad",7034,0.08345180551606483,1.2535985708236694,24930,0.41616526273565985,0.8987164059366225,3556,0.41901012373453317,0.5964566929133859,0.578042391045487,0.938827005531327,0.9354892489616952,0.38206359827830977,3210,0.9949226356418056,0.9657481735367197,0.8626284478096268,0.8478537745779126,0.8746438746438746,0.8058252427184466,0.9887640449438202,0.12345679012345678,0.09061488673139159,0.011235955056179775,0.03949730700179533,0.8478537745779126,"good,medium,bad",728,0.07142857142857142,1.2543041706085205,1849,0.4797187669010276,0.8761492698756085,314,0.5509554140127388,0.6210191082802548,0.5778443113772456,0.8354163590767216,0.7959525195066015,0.5185795838003325,6,0.9055555555555556,0.8154077834476947
finetune,2,0.3444681620368591,0.22388388322523006,0.3042112757380192,0.09671036093853987,0.17075647453849133,1.7232559066552382,0.0,0.0,0.0,0.0,0.12273410481329147,0.10399024145534405,0.01604520594701171,0.3458999435488994,0.13836473894233886,0.018977638531046417,0.01769853927467361,0.018994015551064735,0.9304853590052146,0.9303630871815892,0.9620938628158845,0.8472924187725632,0.9820697954271962,0.03790613718411552,0.15030084235860408,0.01756919374247894,0.0012033694344163659,0.9303630871815892,"good,medium,bad",7034,0.002416832527722491,1.3808109760284424,24930,0.5182912154031287,0.9342960288808664,3556,0.4341957255343082,0.7786839145106862,0.5893067932379618,0.9415116124682842,0.9434769390263527,0.38730479783713023,3210,0.9804014407721413,0.9618604522233278,0.9253650621957815,0.9297288368370654,0.9639126305792972,0.8527508090614887,0.949438202247191,0.03608736942070275,0.1407766990291262,0.05056179775280899,0.0023937761819269898,0.9297288368370654,"good,medium,bad",728,0.005494505494505495,1.3777469396591187,1849,0.5673336938885885,0.9232017306652245,314,0.5573248407643312,0.7547770700636943,0.5838323353293413,0.9517511918603478,0.925995221963093,0.6051951269963314,6,0.7555555555555555,0.9549896238465035
finetune,3,0.2872899195895745,0.17870164338785868,0.29913828544891796,0.08146863763148968,0.14759037907306966,1.4328944678489979,0.0,0.0,0.0,0.0,0.10546464197910749,0.08458891198612177,0.011579278100711795,0.3242988056861437,0.12422380249660749,0.015732348058372737,0.012747256919506901,0.012766050870637768,0.9401123144805456,0.9403722522249085,0.9057761732851985,0.93309265944645,0.981468110709988,0.09422382671480145,0.06606498194945848,0.0184115523465704,0.00042117930204572804,0.9403722522249085,"good,medium,bad",7034,0.0005686664771111743,1.467330813407898,24930,0.544484556758925,0.9399919775371038,3556,0.4704724409448819,0.8408323959505062,0.6151256020721065,0.9672083620136902,0.9683378064930155,0.3987150530844363,3210,0.9816832518835906,0.9749395626404402,0.9150892374256355,0.9247728220080531,0.9021842355175689,0.9271844660194175,0.949438202247191,0.09781576448243115,0.06796116504854369,0.05056179775280899,0.0017953321364452424,0.9247728220080531,"good,medium,bad",728,0.004120879120879121,1.4756804704666138,1849,0.5716603569497025,0.9204975662520282,314,0.5859872611464968,0.8057324840764332,0.6107784431137725,0.9358493216637621,0.9134348026251864,0.5991030795978111,6,0.7555555555555555,0.9452218379592773
finetune,4,0.2512554111389013,0.1493687584136541,0.2957865929374328,0.07279717758871042,0.13160602946120958,1.2972174905813658,0.0,0.0,0.0,0.0,0.09497631080448628,0.07465946866342654,0.009476691165652413,0.31300985721441416,0.11474115473146622,0.013969141194740168,0.008810351094453057,0.008331929729991736,0.9399919775371038,0.9401594959042033,0.9600481347773766,0.8918170878459687,0.9681107099879663,0.039951865222623346,0.10782190132370638,0.03176895306859206,0.00018050541516245486,0.9401594959042033,"good,medium,bad",7034,0.0004264998578333807,1.6668530702590942,24930,0.4981548335338949,0.941837144003209,3556,0.36473565804274466,0.734251968503937,0.5391676866585067,0.9441877798427817,0.945623179375427,0.3883580565560997,3210,0.9640055589949135,0.9555960910170564,0.9307733910221742,0.9347258397781261,0.9534662867996201,0.8883495145631068,0.9438202247191011,0.04653371320037987,0.10679611650485436,0.056179775280898875,0.0017953321364452424,0.9347258397781261,"good,medium,bad",728,0.004120879120879121,1.6976035833358765,1849,0.505137912385073,0.9356408869659275,314,0.5254777070063694,0.7197452229299363,0.5538922155688623,0.9749087891530588,0.9457545587558971,0.6169297724311109,6,0.7444444444444445,0.9571547234169441
finetune,5,0.23809672129841952,0.1392059088899539,0.2952728203856028,0.06651735904698189,0.12715502195060252,1.2266514993630924,0.0,0.0,0.0,0.0,0.08707015474255268,0.06795451785795964,0.008200717106676445,0.3070223984810022,0.11186034216617162,0.013472529445201732,0.007710480421570464,0.007423310519124453,0.9561171279582832,0.9560733128165723,0.9010830324909748,0.9688327316486162,0.9984356197352587,0.09879663056558363,0.028279181708784597,0.001444043321299639,0.0015042117930204573,0.9560733128165723,"good,medium,bad",7034,0.0028433323855558716,1.6770895719528198,24930,0.5980746089049338,0.9542719614921781,3556,0.5885826771653543,0.8644544431946006,0.698816994079432,0.9893561207453222,0.9894867485508014,0.4084521256330782,3210,0.9977829080380698,0.9932052126281432,0.9275283937263386,0.9343553588991149,0.8974358974358975,0.9611650485436893,0.9887640449438202,0.10161443494776828,0.022653721682847898,0.011235955056179775,0.006582884500299222,0.9343553588991149,"good,medium,bad",728,0.012362637362637362,1.691090703010559,1849,0.6008653326122229,0.9259058950784208,314,0.6496815286624203,0.8280254777070064,0.6702513340665608,0.9530472462479503,0.9376381841185452,0.6091543201376051,6,0.8333333333333334,0.9084755748423934
finetune,6,0.214871490918673,0.12013571533875969,0.29313177936352214,0.061626334731968546,0.11510983808682515,1.154581398001084,0.0,0.0,0.0,0.0,0.08076951715808649,0.06298545544537214,0.007283678342803166,0.30824199616909026,0.10473173891122524,0.012409039176642322,0.003676598735775862,0.004860195092735991,0.9574809466506218,0.9576098727875291,0.9221419975932611,0.9619735258724429,0.9883273164861612,0.07785800240673887,0.03802647412755716,0.011552346570397111,0.0,0.9576098727875291,"good,medium,bad",7034,0.0,1.5374281406402588,24930,0.5968712394705175,0.9571600481347774,3556,0.41647919010123735,0.8695163104611924,0.5762064057333696,0.9810538311709186,0.9816192798910629,0.4051891578151137,3210,0.9892003721891628,0.9853684845574638,0.9394267171444024,0.9459902402721236,0.9221272554605888,0.9627831715210357,0.9606741573033708,0.0778727445394112,0.03398058252427184,0.03932584269662921,0.0011968880909634949,0.9459902402721236,"good,medium,bad",728,0.0027472527472527475,1.5432127714157104,1849,0.6197944835045971,0.9399675500270417,314,0.5605095541401274,0.8375796178343949,0.5868263473053892,0.9718984022684507,0.9352359519184259,0.6047832770213065,6,0.7777777777777777,0.9383196411944925
finetune,7,0.20715515690927322,0.11353850884792896,0.2928216471121861,0.057466271763237625,0.1139955726523812,1.1380264208867,0.0,0.0,0.0,0.0,0.07537605841285908,0.05870909120600957,0.006660830387129234,0.3068597863499935,0.10359210738768944,0.01223217706876592,0.004748624830945143,0.004047463673878855,0.9497392699558764,0.9494292076048242,0.9833935018050541,0.8660649819494585,0.9997593261131167,0.01660649819494585,0.12671480144404332,0.00012033694344163658,0.0036101083032490976,0.9494292076048242,"good,medium,bad",7034,0.0004264998578333807,1.6558582782745361,24930,0.5777777777777777,0.9476935419173687,3556,0.5638357705286839,0.8487064116985377,0.6835985312117503,0.9600189472893849,0.9609996105005019,0.39490142291734565,3210,0.9993769470404984,0.9789778275793286,0.9372633856138454,0.9421299007215321,0.9791073124406457,0.8495145631067961,0.9943820224719101,0.020892687559354226,0.13754045307443366,0.0056179775280898875,0.0047875523638539795,0.9421299007215321,"good,medium,bad",728,0.006868131868131868,1.6221387386322021,1849,0.6181719848566792,0.9394267171444024,314,0.6273885350318471,0.8471337579617835,0.6497005988023952,0.9666152950147224,0.9304117274399404,0.6099093812023,6,0.9888888888888889,0.9379722466999411
finetune,8,0.19975271396912062,0.10841166051821066,0.29149091220819034,0.053998466323201474,0.10720498748123646,1.1067012862517283,0.0,0.0,0.0,0.0,0.0707720558803815,0.05549386855787956,0.006001837519355692,0.31433462363023024,0.09953908175230027,0.011723141037285901,0.002366001445075423,0.002699874327215814,0.9636983553951063,0.9636891896728367,0.9640192539109507,0.9280385078219013,0.9990373044524669,0.03598074608904934,0.07160048134777376,0.0008423586040914561,0.00018050541516245486,0.9636891896728367,"good,medium,bad",7034,0.0004264998578333807,1.6960638761520386,24930,0.583754512635379,0.9596470116325712,3556,0.4499437570303712,0.8734533183352081,0.6002337212071535,0.9783630454382685,0.9790297268591986,0.4033399392684478,3210,0.9992146492170609,0.987469265516556,0.9486208761492698,0.9553607148779575,0.9601139601139601,0.9174757281553398,0.9887640449438202,0.039886039886039885,0.07766990291262135,0.011235955056179775,0.0017953321364452424,0.9553607148779575,"good,medium,bad",728,0.004120879120879121,1.700056552886963,1849,0.5954570037858302,0.9437533802055165,314,0.5668789808917197,0.8535031847133758,0.592814371257485,0.9722461488870245,0.9424684058560948,0.6234475410999359,6,0.9777777777777779,0.9676853211373602
finetune,9,0.18205351047217846,0.09303968589609632,0.29030234802227756,0.05141370595934299,0.10072437179489778,1.063305986386079,0.0,0.0,0.0,0.0,0.0676778836748921,0.052391410833941054,0.005465082127529268,0.31926313042640686,0.09521751475448792,0.011001545214094221,0.0007306032252474755,0.001575232673181185,0.9717609306056959,0.971774756788283,0.9542719614921781,0.9629362214199759,0.9980746089049338,0.0457280385078219,0.03706377858002407,0.0018050541516245488,0.0,0.971774756788283,"good,medium,bad",7034,0.0,1.7224467992782593,24930,0.6294424388287204,0.9701163257119936,3556,0.5030933633295838,0.8793588301462317,0.6390379030813907,0.9895579961942135,0.9898949981624153,0.4084572353525321,3210,0.9982725590701904,0.9928478716588156,0.9502433747971877,0.9570695036122205,0.9468186134852802,0.9466019417475728,0.9831460674157303,0.05318138651471985,0.05016181229773463,0.016853932584269662,0.0011968880909634949,0.9570695036122205,"good,medium,bad",728,0.0027472527472527475,1.719408392906189,1849,0.6300703082747431,0.9524067063277447,314,0.60828025477707,0.8662420382165605,0.6317365269461078,0.9828606870483559,0.9686675355191665,0.6383612677128988,6,0.8944444444444445,0.9681899042823227
finetune,10,0.1752861851396469,0.08726732902801954,0.28935792342974587,0.04888702661085587,0.09954250507916396,1.0470727638556407,0.0,0.0,0.0,0.0,0.0643709786522847,0.049822617006989624,0.005136666925122531,0.32630120802384155,0.09322800292418554,0.01087992386892438,0.001731952498061318,0.0018410132368164621,0.9653028479743281,0.965250861249686,0.9089049338146811,0.9871239470517449,0.9998796630565584,0.09109506618531889,0.01263537906137184,0.00012033694344163658,0.00012033694344163658,0.965250861249686,"good,medium,bad",7034,0.0002843332385555871,1.873288631439209,24930,0.598235058162856,0.9637384677095868,3556,0.6782902137232846,0.8861079865016873,0.7641409637953666,0.9971417255578929,0.9971765113446633,0.4120020584025047,3210,0.9998442367601246,0.998214267642089,0.934559221200649,0.9457516739607746,0.899335232668566,0.9757281553398058,1.0,0.100664767331434,0.016181229773462782,0.0,0.002992220227408737,0.9457516739607746,"good,medium,bad",728,0.005494505494505495,1.9465171098709106,1849,0.6316928069226609,0.9356408869659275,314,0.7133757961783439,0.8503184713375797,0.7289095278830094,0.961771586510793,0.9441814707686732,0.6137287958715539,6,1.0,0.9079391939215192
