phase,epoch,train_loss,train_loss_part_loss_cls,train_loss_part_loss_factor,train_loss_part_loss_local,train_loss_part_loss_artifact,train_loss_part_loss_subtype,train_loss_part_loss_pairrank,train_loss_part_loss_subtype_class_consistency,train_loss_part_loss_hard_gm,train_loss_part_loss_medium_bad_guard,train_loss_part_local_qrs,train_loss_part_local_artifact,train_loss_part_local_cont,train_loss_part_detector_agreement_batch,train_loss_part_artifact_bce,train_loss_part_artifact_severity_loss,train_loss_part_bad_specific_loss,train_loss_part_artifact_nonbad_bad_prob,train_acc,train_macro_f1,train_good_recall,train_medium_recall,train_bad_recall,train_good_to_medium,train_medium_to_good,train_bad_to_medium,train_bad_fpr_nonbad,train_macro_f1_sklearn,train_supported_labels,train_artifact_positive_nonbad_count,train_artifact_positive_nonbad_bad_fpr,train_factor_mae,train_quality_subtype_rows,train_quality_subtype_acc,train_quality_subtype_class_acc,train_boundary_four_rows,train_boundary_label_acc,train_boundary_family_acc,train_boundary_label_balanced_acc,train_record_macro_acc,train_record_macro_supported_f1,train_record_macro_full_f1,train_bad_record_count,train_bad_containing_record_bad_recall_mean,train_bad_containing_record_acc_mean,val_acc,val_macro_f1,val_good_recall,val_medium_recall,val_bad_recall,val_good_to_medium,val_medium_to_good,val_bad_to_medium,val_bad_fpr_nonbad,val_macro_f1_sklearn,val_supported_labels,val_artifact_positive_nonbad_count,val_artifact_positive_nonbad_bad_fpr,val_factor_mae,val_quality_subtype_rows,val_quality_subtype_acc,val_quality_subtype_class_acc,val_boundary_four_rows,val_boundary_label_acc,val_boundary_family_acc,val_boundary_label_balanced_acc,val_record_macro_acc,val_record_macro_supported_f1,val_record_macro_full_f1,val_bad_record_count,val_bad_containing_record_bad_recall_mean,val_bad_containing_record_acc_mean
finetune,1,0.5269688953573887,0.37197949840472294,0.3363305924030451,0.13653913799386758,0.2397412600998695,2.424862470993629,0.0,0.0,0.0,0.0,0.16886986264815698,0.13950963378525696,0.04391651564062788,0.3882620971936446,0.16547568990634037,0.0380663803850229,0.038825116915915295,0.047608016110741745,0.8634175691937425,0.8592916806454408,0.9744885679903731,0.6338146811070999,0.9819494584837545,0.025511432009626956,0.35451263537906136,0.01552346570397112,0.0058363417569193745,0.8592916806454408,"good,medium,bad",7034,0.0068239977253340914,1.2886548042297363,24930,0.4107501002807862,0.851103088648215,3556,0.31833520809898763,0.6631046119235096,0.5055079559363526,0.872495521340803,0.8744804939203087,0.3561651863301269,3210,0.9797606562770436,0.9313455768926994,0.8561384532179557,0.8651380016567741,0.9686609686609686,0.6343042071197411,0.9606741573033708,0.03133903133903134,0.35275080906148865,0.033707865168539325,0.0047875523638539795,0.8651380016567741,"good,medium,bad",728,0.008241758241758242,1.2999886274337769,1849,0.4640346133044889,0.8469442942130881,314,0.4745222929936306,0.6369426751592356,0.5059880239520959,0.888973312267953,0.8103101585685913,0.5211779042273588,6,0.7777777777777777,0.8772490956624296
finetune,2,0.33079770430922506,0.2129419395270256,0.3059945563857372,0.09138957244845537,0.16631223430427222,1.6409192392459282,0.0,0.0,0.0,0.0,0.11850654067328344,0.09375143515375944,0.013865572701279933,0.3434416076311698,0.1345217710790726,0.018286243482277944,0.016998861217522376,0.019121358416473062,0.9315282791817088,0.9317061021457693,0.8616125150421179,0.949338146811071,0.9836341756919375,0.13838748495788206,0.04512635379061372,0.016365824308062576,0.0027677496991576414,0.9317061021457693,"good,medium,bad",7034,0.003269832243389252,1.3784377574920654,24930,0.5090252707581228,0.9344564781387886,3556,0.3107424071991001,0.8107424071991001,0.5,0.9717505894560948,0.972047171349683,0.4006414704470967,3210,0.9807641836399976,0.9766908620832243,0.8994050838290968,0.9122614297639187,0.862298195631529,0.9449838187702265,0.9606741573033708,0.13770180436847104,0.043689320388349516,0.03932584269662921,0.004189108318372232,0.9122614297639187,"good,medium,bad",728,0.005494505494505495,1.4047231674194336,1849,0.5359653866955111,0.9021092482422931,314,0.4745222929936306,0.7515923566878981,0.5059880239520959,0.8849660315782645,0.8520069516479681,0.5580769518614153,6,0.7777777777777777,0.9117063736018957
finetune,3,0.2709649730187196,0.1641183886820307,0.2999011523448504,0.07729347528746495,0.1433404600391021,1.3986824682125678,0.0,0.0,0.0,0.0,0.10117807330993506,0.07793408686724992,0.010810059717354867,0.3219329197819416,0.12160765884014277,0.015088527810831483,0.012518331896784547,0.01108653465545593,0.9447653429602888,0.9446746840633442,0.954632972322503,0.8862815884476535,0.99338146811071,0.04536702767749699,0.10878459687123947,0.006498194945848376,0.0024669073405535497,0.9446746840633442,"good,medium,bad",7034,0.0025589991470002845,1.468402624130249,24930,0.5431207380665865,0.941034897713598,3556,0.3143982002249719,0.8517997750281214,0.5026519787841697,0.9597054377130525,0.9603686643487379,0.3950904684486512,3210,0.9915343269159042,0.9766584940181177,0.9329367225527312,0.9359259386133187,0.9506172839506173,0.8948220064724919,0.9606741573033708,0.04938271604938271,0.09385113268608414,0.03932584269662921,0.004189108318372232,0.9359259386133187,"good,medium,bad",728,0.008241758241758242,1.485553503036499,1849,0.5905895078420768,0.9259058950784208,314,0.4681528662420382,0.8121019108280255,0.5,0.9657450715667706,0.935472107266206,0.6101041110648766,6,0.7777777777777777,0.9585097245042332
finetune,4,0.2469095231821904,0.14517960066978747,0.2959019613953737,0.06951372587623504,0.132333216128441,1.3063519468674294,0.0,0.0,0.0,0.0,0.09143696948885918,0.0694700193663056,0.009279432667132754,0.31206280096219136,0.11493455928105574,0.013894191081635653,0.008723286911243104,0.00915407202152822,0.9531488166867228,0.9531385549001005,0.90661853188929,0.9565583634175692,0.9962695547533092,0.09338146811070999,0.0381468110709988,0.0036101083032490976,0.002647412755716005,0.9531385549001005,"good,medium,bad",7034,0.002985499004833665,1.502214789390564,24930,0.5657841957480947,0.9529883674288007,3556,0.3101799775028121,0.8714848143982002,0.4906463517522629,0.9842014695195729,0.9841701647240978,0.40614028291036514,3210,0.9950491678807772,0.9902795496890259,0.9296917252568956,0.9364461525908448,0.905982905982906,0.9563106796116505,0.9775280898876404,0.09401709401709402,0.030744336569579287,0.02247191011235955,0.0047875523638539795,0.9364461525908448,"good,medium,bad",728,0.008241758241758242,1.5024726390838623,1849,0.6051919956733369,0.9269875608436993,314,0.4745222929936306,0.8439490445859873,0.5047659782475864,0.959403871906818,0.953392398374175,0.6293809473095838,6,0.8833333333333333,0.9531864774600217
finetune,5,0.2274635315227967,0.12953404067800595,0.293441569346648,0.06391844846881353,0.12377451704098628,1.2350912511348724,0.0,0.0,0.0,0.0,0.08462491399393632,0.06307696649947991,0.00802751552994148,0.3088689671112941,0.10945988437877252,0.01322637818252238,0.006974115400699815,0.006869633680393095,0.9609707180104292,0.9609207238428658,0.9518652226233454,0.9327316486161251,0.9983152827918171,0.048134777376654635,0.06125150421179302,0.0015643802647412755,0.0030084235860409147,0.9609207238428658,"good,medium,bad",7034,0.0031276656241114587,1.5890698432922363,24930,0.6010830324909747,0.9585639791415965,3556,0.3262092238470191,0.8647356580427447,0.5030197296883163,0.9797982385108934,0.9804320750187825,0.40392747515028926,3210,0.9977681386986096,0.9873527920465822,0.9442942130881558,0.9500061229922782,0.9449192782526116,0.9320388349514563,0.9831460674157303,0.055080721747388414,0.059870550161812294,0.016853932584269662,0.002992220227408737,0.9500061229922782,"good,medium,bad",728,0.0027472527472527475,1.6232447624206543,1849,0.625743645213629,0.9410492157923201,314,0.47770700636942676,0.802547770700637,0.5077599902236344,0.968964524354942,0.9609910929956926,0.6352580941105199,6,0.8944444444444445,0.9660313307319953
finetune,6,0.2097645439207554,0.11552839234757882,0.2921588869048999,0.059333126132304854,0.11500687314054141,1.1541565881325648,0.0,0.0,0.0,0.0,0.07869430846319748,0.058687477816755956,0.006896930053615226,0.30881529106543615,0.10350263405304688,0.012309535311606641,0.004944276727682687,0.005309495462167363,0.9580826313678299,0.9580299643023015,0.9717208182912154,0.9050541516245487,0.9974729241877256,0.028279181708784597,0.09350180505415162,0.0024067388688327317,0.0007220216606498195,0.9580299643023015,"good,medium,bad",7034,0.0012794995735001423,1.6363945007324219,24930,0.5993983152827919,0.9555555555555556,3556,0.3211473565804274,0.8709223847019123,0.4933839913896073,0.9704129291701463,0.9716462402487073,0.4002404320683503,3210,0.9962292020926676,0.9837077358021202,0.9464575446187128,0.9503251382431652,0.9667616334283001,0.9029126213592233,0.9775280898876404,0.03323836657169991,0.0889967637540453,0.02247191011235955,0.002992220227408737,0.9503251382431652,"good,medium,bad",728,0.005494505494505495,1.6426957845687866,1849,0.6143861546782045,0.9394267171444024,314,0.4745222929936306,0.8439490445859873,0.5039512811112469,0.9774223219976714,0.9318016545317138,0.6112993082940735,6,0.8111111111111112,0.9703933276487878
finetune,7,0.19964993137579698,0.10813614333478304,0.2907729337994869,0.05596769324575479,0.10666444745774452,1.1110809977237994,0.0,0.0,0.0,0.0,0.07446199105336115,0.05521130020228716,0.006053861626423895,0.3099475947710184,0.09844360307145578,0.01161301581797978,0.0027390918556902907,0.003167839046811703,0.9619735258724429,0.961931442717697,0.9137184115523466,0.9724428399518652,0.9997593261131167,0.08628158844765343,0.024789410348977137,0.00024067388688327315,0.0013838748495788207,0.961931442717697,"good,medium,bad",7034,0.002274665908444697,1.6930123567581177,24930,0.6061371841155234,0.9611311672683513,3556,0.297244094488189,0.8869516310461192,0.4581528270850756,0.9920087948244094,0.99216829546137,0.4096790636195968,3210,0.9995327102803738,0.9954841140068365,0.9302325581395349,0.9401173946268099,0.9002849002849003,0.9644012944983819,0.9887640449438202,0.09876543209876543,0.02750809061488673,0.011235955056179775,0.003590664272890485,0.9401173946268099,"good,medium,bad",728,0.006868131868131868,1.721145749092102,1849,0.6284478096268253,0.9351000540832882,314,0.4554140127388535,0.8726114649681529,0.48435781498228037,0.9550666101745308,0.9544186195267658,0.6307549380471676,6,0.9055555555555556,0.9540635811520489
finetune,8,0.19169532398764905,0.10174228159997326,0.29060903672988597,0.05314356446839296,0.10275523537913193,1.0814883183974486,0.0,0.0,0.0,0.0,0.0707654354807276,0.05249102409355916,0.005499089322984219,0.31628666944228684,0.09543435791364083,0.011262188527661447,0.0023154466397494224,0.002498762008718376,0.9612113918973125,0.9611717636970579,0.9038507821901324,0.981107099879663,0.998676293622142,0.09614921780986763,0.01865222623345367,0.0012033694344163659,0.00012033694344163658,0.9611717636970579,"good,medium,bad",7034,0.00014216661927779356,1.6463993787765503,24930,0.6140393100681909,0.9641395908543923,3556,0.27334083239595053,0.8785151856017998,0.41670940478630014,0.9945547134067457,0.9946411136946566,0.4109179717720472,3210,0.9981092038572811,0.9959041762826447,0.9313142239048134,0.944061155010138,0.8964862298195632,0.9741100323624595,0.9887640449438202,0.10351377018043685,0.022653721682847898,0.011235955056179775,0.0011968880909634949,0.944061155010138,"good,medium,bad",728,0.0027472527472527475,1.6468415260314941,1849,0.6295294753921038,0.9415900486749594,314,0.3980891719745223,0.8471337579617835,0.42272597661819217,0.9589011438735311,0.9392687145939935,0.6119078271364877,6,0.9055555555555556,0.9260372677191353
finetune,9,0.18827648137051325,0.09965911541993801,0.28967513075241674,0.050848822138057304,0.09928303663260661,1.0625443492944424,0.0,0.0,0.0,0.0,0.06774111185222864,0.050248587833574186,0.005145312179453098,0.32077377220759024,0.09212086276652721,0.010696471056256157,0.00251549378652585,0.0023777838049192303,0.9689931809065383,0.96898880375686,0.9708784596871239,0.9373044524669073,0.9987966305655837,0.029121540312876053,0.062454873646209386,0.0010830324909747292,0.00012033694344163658,0.96898880375686,"good,medium,bad",7034,0.00014216661927779356,1.7454339265823364,24930,0.6070196550340955,0.9658644203770558,3556,0.24325084364454444,0.890326209223847,0.34741992833288105,0.9809968411075891,0.9817520082818431,0.40473758125299386,3210,0.9984100720508233,0.988815240810901,0.9491617090319091,0.955887444262733,0.9572649572649573,0.9239482200647249,0.9887640449438202,0.042735042735042736,0.07119741100323625,0.011235955056179775,0.0017953321364452424,0.955887444262733,"good,medium,bad",728,0.004120879120879121,1.7490980625152588,1849,0.6224986479177934,0.9475392103839914,314,0.3535031847133758,0.8821656050955414,0.3718481404537863,0.9781451910268321,0.9717484479239508,0.6430524860758151,6,0.9777777777777779,0.9679323051066401
finetune,10,0.1755396831780672,0.08849746416537807,0.2887482907909613,0.04916301143284028,0.09568604064675477,1.0281813497726733,0.0,0.0,0.0,0.0,0.06548949981538149,0.04863784638448403,0.004921621243612698,0.3261637958196493,0.08856797745594612,0.010344360102541172,0.0022747725332518624,0.0026919130638046996,0.9612515042117931,0.9612056740419418,0.9780986762936221,0.9063778580024068,0.9992779783393502,0.02190132370637786,0.09350180505415162,0.0004813477737665463,6.016847172081829e-05,0.9612056740419418,"good,medium,bad",7034,0.00014216661927779356,1.7154970169067383,24930,0.6109907741676694,0.9551544324107502,3556,0.234251968503937,0.8877952755905512,0.25640527183474837,0.9719638304814409,0.9731565186422317,0.4013228674461636,3210,0.9987444538846408,0.9865381577577882,0.9383450513791238,0.9451593391161968,0.9648622981956315,0.8786407766990292,0.9887640449438202,0.03513770180436847,0.11326860841423948,0.011235955056179775,0.002992220227408737,0.9451593391161968,"good,medium,bad",728,0.006868131868131868,1.7031155824661255,1849,0.627906976744186,0.9405083829096809,314,0.2898089171974522,0.8503184713375797,0.293637215365188,0.9758060203279091,0.9431092156081647,0.6226068693705245,6,0.9055555555555556,0.9655444226395002
