perturbation,severity,time_s,value,window_start_s,window_stop_s
hf_burst,1.6,1.752,-0.13640053570270538,1.0,1.496
hf_burst,1.6,1.76,-0.13133540749549866,1.0,1.496
hf_burst,1.6,1.768,-0.13446354866027832,1.0,1.496
hf_burst,1.6,1.776,-0.14846281707286835,1.0,1.496
hf_burst,1.6,1.784,-0.1543775200843811,1.0,1.496
hf_burst,1.6,1.792,0.29001089930534363,1.0,1.496
hf_burst,1.6,1.8,1.1916106939315796,1.0,1.496
hf_burst,1.6,1.808,1.592353105545044,1.0,1.496
hf_burst,1.6,1.816,1.486352801322937,1.0,1.496
hf_burst,1.6,1.824,0.2977783977985382,1.0,1.496
hf_burst,1.6,1.832,-0.13918249309062958,1.0,1.496
hf_burst,1.6,1.84,-0.004173023160547018,1.0,1.496
hf_burst,1.6,1.848,-0.0759192556142807,1.0,1.496
hf_burst,1.6,1.856,-0.05173899978399277,1.0,1.496
hf_burst,1.6,1.864,-0.11963630467653275,1.0,1.496
hf_burst,1.6,1.872,-0.08621764183044434,1.0,1.496
hf_burst,1.6,1.88,-0.10345009714365005,1.0,1.496
hf_burst,1.6,1.888,-0.10910947620868683,1.0,1.496
hf_burst,1.6,1.896,-0.0863330140709877,1.0,1.496
hf_burst,1.6,1.904,-0.06919337064027786,1.0,1.496
hf_burst,1.6,1.912,-0.0707741528749466,1.0,1.496
hf_burst,1.6,1.92,-0.04501471668481827,1.0,1.496
hf_burst,1.6,1.928,-0.051023393869400024,1.0,1.496
hf_burst,1.6,1.936,-0.03681530803442001,1.0,1.496
hf_burst,1.6,1.944,-0.004241238348186016,1.0,1.496
hf_burst,1.6,1.952,0.0005569147760979831,1.0,1.496
hf_burst,1.6,1.96,0.039493292570114136,1.0,1.496
hf_burst,1.6,1.968,0.038419075310230255,1.0,1.496
hf_burst,1.6,1.976,0.0772639736533165,1.0,1.496
hf_burst,1.6,1.984,0.12053728103637695,1.0,1.496
hf_burst,1.6,1.992,0.14307807385921478,1.0,1.496
hf_burst,1.6,2.0,0.18045975267887115,1.0,1.496
hf_burst,1.6,2.008,0.2150675356388092,1.0,1.496
hf_burst,1.6,2.016,0.2646573483943939,1.0,1.496
hf_burst,1.6,2.024,0.29851460456848145,1.0,1.496
hf_burst,1.6,2.032,0.3242614269256592,1.0,1.496
hf_burst,1.6,2.04,0.34378781914711,1.0,1.496
hf_burst,1.6,2.048,0.36965441703796387,1.0,1.496
hf_burst,1.6,2.056,0.3689909279346466,1.0,1.496
hf_burst,1.6,2.064,0.35095468163490295,1.0,1.496
hf_burst,1.6,2.072,0.3094167113304138,1.0,1.496
hf_burst,1.6,2.08,0.22409333288669586,1.0,1.496
hf_burst,1.6,2.088,0.1481962949037552,1.0,1.496
hf_burst,1.6,2.096,0.07715652137994766,1.0,1.496
hf_burst,1.6,2.104,0.0147738391533494,1.0,1.496
hf_burst,1.6,2.112,-0.01872837543487549,1.0,1.496
hf_burst,1.6,2.12,-0.04283300042152405,1.0,1.496
hf_burst,1.6,2.128,-0.055460210889577866,1.0,1.496
hf_burst,1.6,2.136,-0.08214917778968811,1.0,1.496
hf_burst,1.6,2.144,-0.07765131443738937,1.0,1.496
hf_burst,1.6,2.152,-0.07155647873878479,1.0,1.496
hf_burst,1.6,2.16,-0.07776094973087311,1.0,1.496
hf_burst,1.6,2.168,-0.07751249521970749,1.0,1.496
hf_burst,1.6,2.176,-0.06833622604608536,1.0,1.496
hf_burst,1.6,2.184,-0.06748153269290924,1.0,1.496
hf_burst,1.6,2.192,-0.06646808981895447,1.0,1.496
