pair_id,trace,time_s,value
39,good,2.488,-0.11034015016986787
39,good,2.496,-0.15639098505612492
39,good,2.504,-0.11836263452432716
39,good,2.512,0.3439471168879244
39,good,2.52,1.1387326358582677
39,good,2.528,1.35
39,good,2.536,1.35
39,good,2.544,0.2149802948405745
39,good,2.552,-0.13527650143256248
39,good,2.56,0.0
39,good,2.568,-0.06770170216214547
39,good,2.576,-0.07844838932235687
39,good,2.584,-0.10631473668996287
39,good,2.592,-0.1026617178285683
39,good,2.6,-0.11296039724975958
39,good,2.608,-0.10018857767555751
39,good,2.616,-0.10783725736227215
39,good,2.624,-0.09002196876102854
39,good,2.632,-0.08436545466035594
