record_id,perturbation,severity,window_start_s,window_stop_s,accepted,sqi_distance,delta_iSQI,delta_bSQI,delta_pSQI,delta_basSQI,qrs_same,delta_conformer_medium_logit,delta_conformer_bad_logit,delta_mlp_gm_margin,clean_conformer_pred,cand_conformer_pred
butv116_00007,reset_spike,1.6,7.56,8.36,1,0.0222755996826511,0.0,0.0,0.0031034208874198,0.0009361506520108,1,0.2051296234130859,0.0478754043579101,0.0390404135444961,good,good
butv116_00007,reset_spike,1.8,7.56,8.36,1,0.0195726779380727,0.0,0.0,0.0034337786795216,0.0010722122967233,1,0.2227804660797119,0.0507097244262695,0.046995913355166,good,good
butv116_00007,reset_spike,2.0,7.56,8.36,1,0.0168048565195661,0.0,0.0,0.0037510460252463,0.0012123359479928,1,0.2429697513580322,0.0536012649536132,0.0556162845690926,good,good
butv116_00027,hf_burst,0.2,2.168,2.664,1,0.0004133892436834,0.0,0.0,2.218358073136084e-05,3.8400252810877333e-07,1,0.0088939666748046,5.245208740234375e-05,1.5806520455186046e-05,good,good
butv116_00027,hf_burst,0.4,2.168,2.664,1,0.0012382371010195,0.0,0.0,3.705223883487818e-05,8.621268015041039e-07,1,0.0395374298095703,-0.0022802352905273,0.0005821257198819,good,good
butv116_00027,hf_burst,0.6,2.168,2.664,1,0.0024815352625641,0.0,0.0,4.461021003299148e-05,1.434058560678686e-06,1,0.0955610275268554,-0.008284568786621,0.0017017096693159,good,good
butv116_00027,hf_burst,0.8,2.168,2.664,1,0.0041447341086988,0.0,0.0,4.483963174173322e-05,2.100795095771879e-06,1,0.1721100807189941,-0.0171279907226562,0.0033776779924508,good,good
butv116_00027,hf_burst,1.0,2.168,2.664,1,0.00622825406474,0.0,0.0,3.7761831170213256e-05,2.860959094186377e-06,1,0.2709555625915527,-0.0269327163696289,0.0056125207287651,good,good
butv116_00027,hf_burst,1.2,2.168,2.664,1,0.0087320938565428,0.0,0.0,2.3365644437944862e-05,3.7155623598961193e-06,1,0.379279613494873,-0.0329370498657226,0.0084092904505554,good,good
butv116_00027,hf_burst,1.4,2.168,2.664,1,0.0116559998425374,0.0,0.0,1.6545672982815065e-06,4.664191753600555e-06,1,0.4750509262084961,-0.0350570678710937,0.0117707994716329,good,good
butv116_00027,hf_burst,1.6,2.168,2.664,1,0.0149994964183615,0.0,0.0,2.7367958365553943e-05,5.7062117748696295e-06,1,0.5465312004089355,-0.0343818664550781,0.0156998507963246,good,good
butv116_00027,hf_burst,1.8,2.168,2.664,1,0.0187619497491368,0.0,0.0,6.367805166851426e-05,6.842876899781913e-06,1,0.5959329605102539,-0.033574104309082,0.0201989321721403,good,good
butv116_00027,hf_burst,2.0,2.168,2.664,1,0.0229425305502052,0.0,0.0,0.000107301543347,8.07265370739163e-06,1,0.6316542625427246,-0.0333843231201171,0.0252713089129517,good,good
butv116_00027,emg_noise_floor,0.2,1.608,2.552,1,0.0058824323445755,0.0,0.0,0.0003472484467894,2.897372289867306e-07,1,0.0053725242614746,0.00335693359375,-0.1304750887957404,good,good
butv116_00027,emg_noise_floor,0.4,1.608,2.552,1,0.0068957579807353,0.0,0.0,0.0006842557451287,7.415774923025253e-07,1,0.0167207717895507,0.0092668533325195,-0.1348268942980186,good,good
butv116_00027,emg_noise_floor,0.6,1.608,2.552,1,0.0064273126089517,0.0,0.0,0.0010109864088008,1.3532465682475348e-06,1,0.0327363014221191,0.0158815383911132,-0.0131760214599876,good,good
butv116_00027,emg_noise_floor,0.8,1.608,2.552,1,0.0089596097714024,0.0,0.0,0.0013274102090363,2.125519485973726e-06,1,0.0589442253112793,0.024698257446289,-0.016761308610008,good,good
butv116_00027,emg_noise_floor,1.0,1.608,2.552,1,0.0120255501522421,0.0,0.0,0.0016335339589717,3.059242942304863e-06,1,0.0920672416687011,0.0341672897338867,0.0432949967769069,good,good
butv116_00027,emg_noise_floor,1.2,1.608,2.552,1,0.0149189286530814,0.0,0.0,0.0019293133424577,4.152810240687366e-06,1,0.1439404487609863,0.04449462890625,0.0405069985793979,good,good
butv116_00027,emg_noise_floor,1.4,1.608,2.552,1,0.018051788107083,0.0,0.0,0.0022147564128048,5.408269389217679e-06,1,0.2211446762084961,0.0560932159423828,-0.0880097125898644,good,good
butv116_00027,emg_noise_floor,1.6,1.608,2.552,1,0.0212413237198311,0.0,0.0,0.0024898194391037,6.822890148971972e-06,1,0.3241825103759765,0.0692863464355468,-0.0270678538052044,good,good
butv116_00027,emg_noise_floor,1.8,1.608,2.552,1,0.0248739447733763,0.0,0.0,0.0027545067391649,8.397674260973709e-06,1,0.4442081451416015,0.0846090316772461,-0.0286351878767305,good,good
butv116_00027,emg_noise_floor,2.0,1.608,2.552,1,0.0288716216658613,0.0,0.0,0.0030088223193229,1.01327620524172e-05,1,0.5712637901306152,0.1016511917114257,0.0334138328005235,good,good
butv116_00027,reset_spike,0.2,2.216,3.016,1,0.0011706732107873,0.0,0.0,1.6663767379077044e-05,5.5271182940352936e-05,1,0.0054659843444824,-0.001068115234375,0.0029297717378868,good,good
butv116_00027,reset_spike,0.4,2.216,3.016,1,0.0032318687374584,0.0,0.0,3.212561469823072e-05,0.0001036302064314,1,0.0188021659851074,-0.0024404525756835,0.0073787340401341,good,good
butv116_00027,reset_spike,0.6,2.216,3.016,1,0.0071550121864706,0.0,0.0,4.63645128199186e-05,0.0001450426415851,1,0.0304203033447265,-0.0044269561767578,-0.0497022751918558,good,good
butv116_00027,reset_spike,0.8,2.216,3.016,1,0.0113444073882952,0.0,0.0,5.93902227712384e-05,0.0001794727654889,1,0.0423178672790527,-0.0069904327392578,0.0207853785276317,good,good
butv116_00027,reset_spike,1.0,2.216,3.016,1,0.0174956103399046,0.0,0.0,7.12055894259711e-05,0.0002068927122029,1,0.049079418182373,-0.0108613967895507,0.0297178159471227,good,good
butv116_00027,reset_spike,1.2,2.216,3.016,1,0.0250525580524654,0.0,0.0,8.179406394837052e-05,0.0002272773495533,1,0.0561790466308593,-0.012033462524414,0.0401180346816485,good,good
butv116_00027,reset_spike,1.4,2.216,3.016,1,0.0340135259517534,0.0,0.0,9.117138245262613e-05,0.0002406068647285,1,0.0588397979736328,-0.0120143890380859,0.0519718926537773,good,good
butv116_00027,reset_spike,1.6,2.216,3.016,1,0.0443735443301757,0.0,0.0,9.931247030481316e-05,0.0002468655071274,1,0.0647602081298828,-0.0090551376342773,0.065263678599712,good,good
butv116_00027,reset_spike,1.8,2.216,3.016,1,0.0561250364692384,0.0,0.0,0.00010622963734,0.0002460411573435,1,0.064697265625,-0.0079288482666015,0.0799773799603227,good,good
butv116_00027,reset_spike,2.0,2.216,3.016,1,0.0692578648473893,0.0,0.0,0.000111916363867,0.00023812777173,1,0.0694742202758789,-0.0053091049194335,0.0960955550433291,good,good
butv116_00038,hf_burst,0.2,3.392,3.888,1,0.0003822996364347,0.0,0.0,3.117764640681031e-05,1.893767169747207e-07,1,0.0177507400512695,-0.0004405975341796,0.0008326590727359,good,good
butv116_00038,hf_burst,0.4,3.392,3.888,1,0.0011087203850205,0.0,0.0,6.795890418798134e-05,4.637033997889617e-07,1,0.0627040863037109,-0.0003213882446289,0.0021218008254533,good,good
butv116_00038,hf_burst,0.6,3.392,3.888,1,0.002184086695301,0.0,0.0,0.0001103534011689,8.226710194181308e-07,1,0.1408963203430175,0.0020856857299804,0.0038646782587058,good,good
butv116_00038,hf_burst,0.8,3.392,3.888,1,0.0036087083587643,0.0,0.0,0.0001583542931384,1.2659448372920323e-06,1,0.2356224060058593,0.0064811706542968,0.0060582675797459,good,good
butv116_00038,hf_burst,1.0,3.392,3.888,1,0.0053818957074992,0.0,0.0,0.0002119534356049,1.7950950558232035e-06,1,0.3249340057373047,0.0145082473754882,0.0086994863065111,good,good
butv116_00038,hf_burst,1.2,3.392,3.888,1,0.0075026086850517,0.0,0.0,0.0002711645566523,2.408712963974935e-06,1,0.4029150009155273,0.0203008651733398,0.011785592516345,good,good
butv116_00038,hf_burst,1.4,3.392,3.888,1,0.009969561017626,0.0,0.0,0.0003359665587767,3.107923260858847e-06,1,0.4737305641174316,0.0233106613159179,0.0153132326973104,good,good
butv116_00038,hf_burst,1.6,3.392,3.888,1,0.0127813382867694,0.0,0.0,0.0004063656065154,3.89064027672692e-06,1,0.5382542610168457,0.0264501571655273,0.0192794893793173,good,good
butv116_00038,hf_burst,1.8,3.392,3.888,1,0.0159363599412766,0.0,0.0,0.0004823526131528,4.759183164226855e-06,1,0.5919723510742188,0.0268440246582031,0.0236811696918106,good,good
butv116_00038,hf_burst,2.0,3.392,3.888,1,0.0194329412773888,0.0,0.0,0.000563927206493,5.712988814021713e-06,1,0.6335358619689941,0.0244312286376953,0.028515203538543,good,good
butv116_00038,emg_noise_floor,0.2,6.168,7.112,1,0.0003680072528122,0.0,0.0,7.635985534903966e-05,4.4556634104520043e-07,1,-0.0002360343933105,-0.0006389617919921,-0.0013889730074387,good,good
butv116_00038,emg_noise_floor,0.4,6.168,7.112,1,0.0006030961933313,0.0,0.0,0.0001511535703603,9.676635644995102e-07,1,0.0123209953308105,-0.0006227493286132,-0.0025186685856469,good,good
butv116_00038,emg_noise_floor,0.6,6.168,7.112,1,0.0008147270055725,0.0,0.0,0.0002243769135273,1.5672916121589608e-06,1,0.0356736183166503,-0.0006465911865234,-0.003390565185582,good,good
butv116_00038,emg_noise_floor,0.8,6.168,7.112,1,0.0030054566322963,0.0,0.0,0.0002960361481616,2.2432661782589847e-06,1,0.0708174705505371,-0.0022840499877929,-0.0688562209362486,good,good
butv116_00038,emg_noise_floor,1.0,6.168,7.112,1,0.0017384962936468,0.0,0.0,0.0003661147683392,2.9953898710299853e-06,1,0.120617389678955,-0.0044384002685546,-0.0043668641667632,good,good
butv116_00038,emg_noise_floor,1.2,6.168,7.112,1,0.0025805721382983,0.0,0.0,0.0004346224916599,3.825039720739554e-06,1,0.1795201301574707,-0.0070466995239257,-0.0044741711905953,good,good
butv116_00038,emg_noise_floor,1.4,6.168,7.112,1,0.0036768143373481,0.0,0.0,0.0005015490328694,4.730172968092639e-06,1,0.2393250465393066,-0.0092697143554687,-0.0043295258240856,good,good
butv116_00038,emg_noise_floor,1.6,6.168,7.112,1,0.0050182916221818,0.0,0.0,0.000566894189329,5.712120183631875e-06,1,0.2954816818237304,-0.0103235244750976,-0.0039344574061044,good,good
butv116_00038,emg_noise_floor,1.8,6.168,7.112,1,0.0065989348606079,0.0,0.0,0.0006306712802113,6.7706296140723765e-06,1,0.3473477363586426,-0.0088319778442382,-0.0032907077567163,good,good
butv116_00038,emg_noise_floor,2.0,6.168,7.112,1,0.0084145668990019,0.0,0.0,0.0006928449273971,7.906092872489445e-06,1,0.3932275772094726,-0.007390022277832,-0.002399273444627,good,good
butv116_00038,reset_spike,0.2,5.84,6.64,1,0.0030317977423438,0.0,0.0,0.000326501835358,1.133253125895628e-05,1,0.0009431838989257,-0.0020332336425781,0.0044655682868239,good,good
butv116_00038,reset_spike,0.4,5.84,6.64,1,0.0056704049975198,0.0,0.0,0.0006468175073363,2.0799077014133083e-05,1,0.0031380653381347,-0.0039386749267578,0.0091630211926837,good,good
butv116_00038,reset_spike,0.6,5.84,6.64,1,0.007908104542226,0.0,0.0,0.000960849610355,2.8389704820996897e-05,1,0.0077896118164062,-0.0055522918701171,0.0141116657213259,good,good
butv116_00038,reset_spike,0.8,5.84,6.64,1,0.0097420497908351,0.0,0.0,0.0012684987166005,3.409571970680592e-05,1,0.0138583183288574,-0.0076761245727539,0.0193312244596842,good,good
butv116_00038,reset_spike,1.0,5.84,6.64,1,0.0111766089110205,0.0,0.0,0.0015696558136268,3.790955199289847e-05,1,0.0227575302124023,-0.0092945098876953,0.0248415633889701,good,good
butv116_00038,reset_spike,1.2,5.84,6.64,1,0.0122267444154604,0.0,0.0,0.0018642453657018,3.9823946052952586e-05,1,0.0335206985473632,-0.0125370025634765,0.0306634500036803,good,good
butv116_00038,reset_spike,1.4,5.84,6.64,1,0.0129233727179617,0.0,0.0,0.0021521447743093,3.98325450627901e-05,1,0.0481081008911132,-0.0162334442138671,0.0368170994938141,good,good
butv116_00038,reset_spike,1.6,5.84,6.64,1,0.0133218799485028,0.0,0.0,0.002433284407846,3.792951189718341e-05,1,0.0671677589416503,-0.0200996398925781,0.0433239218396646,good,good
butv116_00038,reset_spike,1.8,5.84,6.64,1,0.0135146922562907,0.0,0.0,0.0027075729433815,3.411006309195219e-05,1,0.0905404090881347,-0.0240736007690429,0.0502051633686944,good,good
butv116_00038,reset_spike,2.0,5.84,6.64,1,0.0136473690435065,0.0,0.0,0.0029749093887166,2.836987643051181e-05,1,0.1184563636779785,-0.0275859832763671,0.0574821001863466,good,good
butv116_00041,hf_burst,0.2,3.984,4.48,1,0.0003028062059085,0.0,0.0,6.585913664391985e-05,1.6044553285965438e-07,1,0.0056090354919433,-0.0013465881347656,-0.0008747398728766,good,good
butv116_00041,hf_burst,0.4,3.984,4.48,1,0.0009448143066263,0.0,0.0,0.0001079178063673,8.327530840457342e-07,1,0.043489933013916,-0.0049467086791992,-0.0009106735024123,good,good
butv116_00041,hf_burst,0.6,3.984,4.48,1,0.0020519722625895,0.0,0.0,0.0001261955390607,2.0175297835711703e-06,1,0.1233406066894531,-0.0198268890380859,-0.0001109208988789,good,good
butv116_00041,hf_burst,0.8,3.984,4.48,1,0.003633463868944,0.0,0.0,0.0001207139143853,3.714203646310033e-06,1,0.2654843330383301,-0.0347394943237304,0.0015214956873768,good,good
butv116_00041,hf_burst,1.0,3.984,4.48,1,0.005688411075201,0.0,0.0,9.1452617716703e-05,5.926062611849581e-06,1,0.4219551086425781,-0.0382423400878906,0.0039843965689055,good,good
butv116_00041,hf_burst,1.2,3.984,4.48,1,0.0086705667498262,0.0,0.0,3.846807357177351e-05,8.651060436348779e-06,1,0.5317139625549316,-0.0368928909301757,-0.0556222376252419,good,good
butv116_00041,hf_burst,1.4,3.984,4.48,1,0.0112112014783828,0.0,0.0,3.825195150719552e-05,1.1884516054605498e-05,1,0.6023197174072266,-0.0368385314941406,0.0113896655124132,good,good
butv116_00041,hf_burst,1.6,3.984,4.48,1,0.0146746951526138,0.0,0.0,0.000138661247194,1.5630186874671104e-05,1,0.649573802947998,-0.042123794555664,0.0163271110133427,good,good
butv116_00041,hf_burst,1.8,3.984,4.48,1,0.0186030433652629,0.0,0.0,0.000262700600743,1.9887085179859376e-05,1,0.688450813293457,-0.0454864501953125,0.0220838683820708,good,good
butv116_00041,hf_burst,2.0,3.984,4.48,1,0.0229935657286959,0.0,0.0,0.000410354238675,2.4651440277856373e-05,1,0.7164096832275391,-0.0511198043823242,0.0286577899534523,good,good
butv116_00041,emg_noise_floor,0.2,1.056,2.0,1,0.0014504984305688,0.0,0.0,0.0001455468964575,5.346659515126362e-07,1,0.0056018829345703,0.0010061264038085,-0.0020054136811449,good,good
butv116_00041,emg_noise_floor,0.4,1.056,2.0,1,0.0031646263663073,0.0,0.0,0.0002860318731726,1.2828234420281248e-06,1,0.0139293670654296,0.0014886856079101,-0.003653270824806,good,good
butv116_00041,emg_noise_floor,0.6,1.056,2.0,1,0.0058505372751748,0.0,0.0,0.0004214592187171,2.2415604261638578e-06,1,0.0272402763366699,0.0035362243652343,-0.0677998098781804,good,good
butv116_00041,emg_noise_floor,0.8,1.056,2.0,1,0.0074168138393916,0.0,0.0,0.0005518325575981,3.4188745827723466e-06,1,0.0450625419616699,0.0052518844604492,-0.0058793726754875,good,good
butv116_00041,emg_noise_floor,1.0,1.056,2.0,1,0.0099652434200217,0.0,0.0,0.0006771220613421,4.804954053527766e-06,1,0.0665616989135742,0.0078020095825195,-0.0064585132232273,good,good
butv116_00041,emg_noise_floor,1.2,1.056,2.0,1,0.0127994025245557,0.0,0.0,0.0007973449882308,6.40603713464305e-06,1,0.0926876068115234,0.0092430114746093,-0.0066827583852381,good,good
butv116_00041,emg_noise_floor,1.4,1.056,2.0,1,0.0161609107829762,0.0,0.0,0.0009124923356996,8.219695076028266e-06,1,0.1282486915588379,0.0138025283813476,-0.0694172511716919,good,good
butv116_00041,emg_noise_floor,1.6,1.056,2.0,1,0.0195295192528512,0.0,0.0,0.0010225524298551,1.0246943939695718e-05,1,0.1667451858520507,0.0158901214599609,-0.068940024663501,good,good
butv116_00041,emg_noise_floor,1.8,1.056,2.0,1,0.0231976294403961,0.0,0.0,0.0011275410577499,1.2483967674947747e-05,1,0.2072405815124511,0.0144424438476562,-0.0681116869168538,good,good
butv116_00041,emg_noise_floor,2.0,1.056,2.0,1,0.0271622359710684,0.0,0.0,0.0012274295075829,1.4936968871670508e-05,1,0.2595725059509277,0.0154657363891601,-0.0669324249407865,good,good
butv116_00041,reset_spike,0.2,2.936,3.736,1,0.0155673001620603,0.0,0.0,0.0007321399165192,4.905376918240556e-05,1,0.0093317031860351,0.0038175582885742,-0.001393450215511,good,good
butv116_00041,reset_spike,0.4,2.936,3.736,1,0.0326561450183172,0.0,0.0,0.0014845923710664,9.843728711877996e-05,1,0.0205664634704589,0.0067014694213867,-0.0018190662881056,good,good
butv116_00041,reset_spike,0.6,2.936,3.736,1,0.0512461678748329,0.0,0.0,0.0022570598500283,0.0001481314230724,1,0.0312137603759765,0.0073003768920898,-0.0012545006213705,good,good
butv116_00041,reset_spike,0.8,2.936,3.736,1,0.0713144238293015,0.0,0.0,0.0030492410121879,0.000198113161946,1,0.0436911582946777,0.0063390731811523,0.0003213742586956,good,good
butv116_00041,reset_spike,1.0,2.936,3.736,1,0.092835527274468,0.0,0.0,0.0038607746107098,0.0002483557343203,1,0.0601663589477539,0.0054645538330078,0.0029292158584197,good,good
butv116_00041,reset_spike,1.2,2.936,3.736,1,0.1157818634975178,0.0,0.0,0.0046913434758409,0.0002988408147935,1,0.0824446678161621,0.0051155090332031,0.0065873866835706,good,good
butv116_00041,reset_spike,1.4,2.936,3.736,1,0.1401236643684338,0.0,0.0,0.0055405778931659,0.0003495444522874,1,0.1107139587402343,0.004587173461914,0.0113132549986727,good,good
butv116_00041,reset_spike,1.6,2.936,3.736,1,0.1658291909893278,0.0,0.0,0.0064081305506064,0.0004004398488816,1,0.1473116874694824,0.0043706893920898,0.0171217799969907,good,good
butv116_00041,reset_spike,1.8,2.936,3.736,1,0.1928648335316115,0.0,0.0,0.0072936472121587,0.0004515091143488,1,0.1931004524230957,0.0048122406005859,0.0240258072330192,good,good
butv116_00041,reset_spike,2.0,2.936,3.736,1,0.221195279281685,0.0,0.0,0.0081967384349932,0.000502727798383,1,0.2505731582641601,0.0063457489013671,0.0320362563193367,good,good
butv116_00044,hf_burst,0.2,7.344,7.84,1,0.00278796802314,0.0,0.0,1.91493572517798e-05,1.3396088790473826e-06,1,-0.0085492134094238,-0.0122203826904296,-0.0577692290846345,good,good
butv116_00044,hf_burst,0.4,7.344,7.84,1,0.000987651467994,0.0,0.0,4.375922757093864e-05,2.519164076453251e-06,1,0.04229736328125,-0.033146858215332,0.0015205066500874,good,good
butv116_00044,hf_burst,0.6,7.344,7.84,1,0.0021155900099379,0.0,0.0,7.38176465685525e-05,3.534358680723493e-06,1,0.1490201950073242,-0.0434761047363281,0.0029755595766578,good,good
butv116_00044,hf_burst,0.8,7.344,7.84,1,0.0036672206465971,0.0,0.0,0.0001093318394872,4.387983721931832e-06,1,0.2665419578552246,-0.0427398681640625,0.004892385422943,good,good
butv116_00044,hf_burst,1.0,7.344,7.84,1,0.0056418968531262,0.0,0.0,0.0001503093138656,5.085145460159701e-06,1,0.3849167823791504,-0.037139892578125,0.0072700092153532,good,good
butv116_00044,hf_burst,1.2,7.344,7.84,1,0.0080387664806783,0.0,0.0,0.0001967365661353,5.617274566160901e-06,1,0.4964804649353027,-0.0305089950561523,0.0101072294663338,good,good
butv116_00044,hf_burst,1.4,7.344,7.84,1,0.0121917852946486,0.0,0.0,0.0002486075364389,5.988357301700553e-06,1,0.5908961296081543,-0.0258426666259765,-0.1030948807541354,good,good
butv116_00044,hf_burst,1.6,7.344,7.84,1,0.0140948726372835,0.0,0.0,0.0003059349816301,6.196841425665234e-06,1,0.6753296852111816,-0.0235185623168945,0.0171563149752538,good,good
butv116_00044,hf_burst,1.8,7.344,7.84,1,0.0177516134143413,0.0,0.0,0.0003687028441258,6.244481970507643e-06,1,0.7405843734741211,-0.0252571105957031,0.0213661783724392,good,good
butv116_00044,hf_burst,2.0,7.344,7.84,1,0.0218255677708819,0.0,0.0,0.0004369164322638,6.131943497300618e-06,1,0.7961463928222656,-0.0282802581787109,0.0260316529753081,good,good
butv116_00044,emg_noise_floor,0.2,4.496,5.44,1,0.0006967361639749,0.0,0.0,7.2995979117918e-06,4.306421921729253e-06,1,0.0150017738342285,0.0009212493896484,-9.861388712950614e-05,good,good
butv116_00044,emg_noise_floor,0.4,4.496,5.44,1,0.0010989868153437,0.0,0.0,2.257179537168419e-05,8.911418228119139e-06,1,0.0551714897155761,0.0008306503295898,0.0001856947455449,good,good
butv116_00044,emg_noise_floor,0.6,4.496,5.44,1,0.0012264845185407,0.0,0.0,4.583830941518041e-05,1.3820680042742062e-05,1,0.1260290145874023,-0.001173973083496,0.0008559011107114,good,good
butv116_00044,emg_noise_floor,0.8,4.496,5.44,1,0.0011393977807252,0.0,0.0,7.707524002031896e-05,1.9025693706375968e-05,1,0.2342662811279297,-0.0029582977294921,0.0019143405952775,good,good
butv116_00044,emg_noise_floor,1.0,4.496,5.44,1,0.0010495609747192,0.0,0.0,0.0001162844961714,2.4530593603078188e-05,1,0.3764805793762207,-0.0012416839599609,0.0033637674737618,good,good
butv116_00044,emg_noise_floor,1.2,4.496,5.44,1,0.0014197012502392,0.0,0.0,0.000163463998552,3.033323123857734e-05,1,0.5410151481628418,0.005960464477539,0.0052069518692463,good,good
butv116_00044,emg_noise_floor,1.4,4.496,5.44,1,0.0023940089622679,0.0,0.0,0.0002185910745923,3.643331898861568e-05,1,0.7148194313049316,0.0197696685791015,0.0074463370657202,good,good
butv116_00044,emg_noise_floor,1.6,4.496,5.44,1,0.0038117673232787,0.0,0.0,0.0002816815006259,4.283197842913644e-05,1,0.8859057426452637,0.0401496887207031,0.0100850616885954,good,good
butv116_00044,emg_noise_floor,1.8,4.496,5.44,1,0.005592701550634,0.0,0.0,0.0003527033354578,4.952838168581497e-05,1,1.0498168468475342,0.0656518936157226,0.0131254922274925,good,good
