pair_id,direction,control,recipient_class,window_start_s,window_stop_s,accepted,sqi_distance,delta_iSQI,delta_bSQI,delta_pSQI,delta_basSQI,qrs_same,delta_conformer_medium_logit,delta_conformer_bad_logit,delta_mlp_gm_margin,clean_mlp_gm_margin,cand_mlp_gm_margin,cand_conformer_pred
3,medium_into_good_top,top-local,good,8.488,9.488,1,1.0196781651592122,0.0,0.0,0.0001604219854661748,0.06883331956366845,1,0.4201428294181824,-0.27109670639038086,-0.24823397090568972,-0.4925475223993014,-0.7407814933049911,medium
3,medium_into_good_random,random,good,3.152,4.152,1,0.07126539771003605,0.0,0.0,0.001966681891399924,0.010551186589231043,1,0.25112801790237427,-0.023149967193603516,-0.04751010752700119,-0.4925475223993014,-0.5400576299263026,medium
3,good_into_good_same_class,same-class,good,8.488,9.488,0,1.0065365680127178,0.0,0.0,0.00014036802981287622,0.08331249575503563,1,0.016253232955932617,-0.4057793617248535,-0.3431138208914521,-0.4925475223993014,-0.8356613432907535,good
3,good_into_medium_top,top-local,medium,8.488,9.488,0,0.6868320695620471,0.0,0.08333333333332638,0.0024181863887525745,0.15321805671950006,0,0.4456300549209118,-0.1712818145751953,0.5594620144961185,-0.9399546734379407,-0.38049265894182216,medium
3,good_into_medium_random,random,medium,3.152,4.152,0,0.15372576860745285,7.549516567451064e-15,0.015151515151520023,0.0009995752526078538,0.04116716734213943,0,0.22012612223625183,0.02527141571044922,0.13148312943133988,-0.9399546734379407,-0.8084715440066008,medium
3,medium_into_medium_same_class,same-class,medium,8.488,9.488,1,0.1114126790435967,0.0,0.0,0.0012541875703416805,0.002725661826447512,1,0.009876132011413574,-0.012779712677001953,0.15824901075321196,-0.9399546734379407,-0.7817056626847287,medium
4,medium_into_good_top,top-local,good,0.496,1.496,0,0.569358029429374,9.103828801926284e-15,0.08181818181816614,0.005764104963234762,0.0142411132837863,0,0.950130432844162,-0.34973716735839844,-0.0552180153025148,-0.42733274710668423,-0.48255076240919903,medium
4,medium_into_good_random,random,good,7.528,8.528,1,0.08897239943483086,0.0,0.0,0.002158182506922568,0.013752968448114467,1,0.07413196563720703,0.06320953369140625,0.054858284259093115,-0.42733274710668423,-0.3724744628475911,good
4,good_into_good_same_class,same-class,good,0.496,1.496,0,2.4807011262563927,9.103828801926284e-15,0.009090909090916477,0.022037362449259357,0.11331370176699784,0,-2.2046936750411987,-0.43012189865112305,-0.02987772207912981,-0.42733274710668423,-0.45721046918581404,good
4,good_into_medium_top,top-local,medium,0.496,1.496,0,0.4038056788249618,9.103828801926284e-15,0.009090909090916477,0.0017445793861349257,0.07522044981229148,0,-0.07825693488121033,-0.02234792709350586,-0.04634461765448478,-0.45499259532511754,-0.5013372129796023,medium
4,good_into_medium_random,random,medium,7.528,8.528,1,0.08745761263389948,0.0,0.0,0.0003307257885418746,0.006667177891223397,1,0.005684554576873779,-0.14144229888916016,-0.031390640907086875,-0.45499259532511754,-0.4863832362322044,medium
4,medium_into_medium_same_class,same-class,medium,0.496,1.496,0,3.989138344872964,0.0,0.0,0.01385318010579617,0.0017847975587572673,1,-1.8755318820476532,-0.14597749710083008,-0.4363203967416484,-0.45499259532511754,-0.891312992066766,good
5,medium_into_good_top,top-local,good,3.808,4.808,1,0.12477144668492826,0.0,0.0,0.0005824743880205041,0.008817548858896296,1,1.6909630298614502,0.2134685516357422,0.13902138089154037,-0.9778613086802626,-0.8388399277887222,good
5,medium_into_good_random,random,good,2.776,3.776,1,0.16069036662741726,0.0,0.0,0.00017894887530889303,0.0035058357589738964,1,0.7980947494506836,0.10057830810546875,0.10932502066885563,-0.9778613086802626,-0.8685362880114069,good
5,good_into_good_same_class,same-class,good,3.808,4.808,1,0.03931632906245442,0.0,0.0,0.0007510696019770169,0.00034838385579427644,1,0.1922750473022461,0.029755592346191406,-0.06410910587003382,-0.9778613086802626,-1.0419704145502964,good
5,good_into_medium_top,top-local,medium,3.808,4.808,1,0.05265574029747904,0.0,0.0,0.003995962917850426,0.004857167270396201,1,0.02623334527015686,-0.016101360321044922,-0.10016893204086275,-0.40398424758862184,-0.5041531796294846,medium
5,good_into_medium_random,random,medium,2.776,3.776,1,0.199297260477359,0.0,0.0,9.632534224035538e-06,0.0003845162984951189,1,0.01115068793296814,-0.04814863204956055,-0.08501342442564241,-0.40398424758862184,-0.48899767201426425,medium
5,medium_into_medium_same_class,same-class,medium,3.808,4.808,0,0.046285530524922056,4.3298697960381105e-15,0.008333333333336523,5.417246529715314e-05,0.0014918031372802565,0,0.13437338173389435,-0.039539337158203125,-0.07018711498735952,-0.40398424758862184,-0.47417136257598136,medium
6,medium_into_good_top,top-local,good,0.776,1.776,0,0.02500805670203,5.551115123125783e-15,0.005494505494510138,0.001571332063831199,0.0035373804584882818,0,0.722930908203125,-0.07043266296386719,-0.003775233705667569,0.21170139316665648,0.2079261594609889,good
6,medium_into_good_random,random,good,6.728,7.728,0,0.23510611438035664,0.0,0.06593406593405615,0.004065155578407809,0.000724210688138327,0,1.3349919319152832,0.06828975677490234,-0.20577163012788757,0.21170139316665648,0.005929763038768909,good
6,good_into_good_same_class,same-class,good,0.776,1.776,0,0.3332380473717885,5.551115123125783e-15,0.005494505494510138,0.006839649847270479,0.0054472092010855455,0,1.4605565071105957,0.5358161926269531,0.10439705503067476,0.21170139316665648,0.31609844819733124,good
6,good_into_medium_top,top-local,medium,0.776,1.776,0,0.19707774067632322,0.0,0.05555555555555247,0.0002970775156534433,0.00036966081718214916,0,0.007771339267492294,0.036368370056152344,-0.21470664160394803,-0.23921467606552504,-0.4539213176694731,medium
6,good_into_medium_random,random,medium,6.728,7.728,1,0.0922145391656735,0.0,0.0,0.004085498117872732,0.0009440540297950273,1,-0.019290488213300705,0.02965688705444336,0.16776882613516464,-0.23921467606552504,-0.0714458499303604,medium
6,medium_into_medium_same_class,same-class,medium,0.776,1.776,1,0.4580927102587019,0.0,0.0,0.0042278831530575545,0.000818500326268512,1,-0.0003536120057106018,0.12232017517089844,-0.26747014253087253,-0.23921467606552504,-0.5066848185963976,medium
7,medium_into_good_top,top-local,good,3.512,4.512,0,0.27264009825159174,4.6629367034256575e-15,4.6629367034256575e-15,0.0016510597969873197,0.0013712124678252335,0,0.12973034381866455,0.04757356643676758,-0.054158296693747277,-1.2204533382337006,-1.274611634927448,good
7,medium_into_good_random,random,good,7.24,8.24,0,0.3028033846662998,4.3298697960381105e-15,4.3298697960381105e-15,0.007643760317260773,0.0013708528838504153,0,0.4814443588256836,0.15401363372802734,0.21796588447223186,-1.2204533382337006,-1.0024874537614687,good
7,good_into_good_same_class,same-class,good,3.512,4.512,1,0.11587819093464617,0.0,0.0,0.0003766237239843928,0.0001632070694860266,1,0.19899606704711914,0.1512441635131836,0.033622641892945726,-1.2204533382337006,-1.1868306963407549,good
7,good_into_medium_top,top-local,medium,3.512,4.512,0,0.3357014122276656,3.6637359812630166e-15,0.058823529411757614,0.005858719979603411,0.003038179186075518,0,0.001991488039493561,-0.01763629913330078,-0.2644795310402016,-0.830420700190163,-1.0949002312303646,medium
7,good_into_medium_random,random,medium,7.24,8.24,0,0.37683468687458205,4.3298697960381105e-15,4.3298697960381105e-15,0.00025832300858419366,0.004297014796328602,0,-0.01927851140499115,-0.014768600463867188,-0.09516063408894937,-0.830420700190163,-0.9255813342791124,medium
7,medium_into_medium_same_class,same-class,medium,3.512,4.512,1,0.08460018996049316,0.0,0.0,0.001510464374168019,0.0020176290117827067,1,0.03848995268344879,-0.1163935661315918,-0.06836861755840684,-0.830420700190163,-0.8987893177485698,medium
8,medium_into_good_top,top-local,good,0.744,1.744,1,0.033023691988754766,0.0,0.0,0.001217574380585229,0.00816111576616807,1,0.34453505277633667,0.1878032684326172,-0.05464039631098205,-1.2061542193304584,-1.2607946156414405,medium
8,medium_into_good_random,random,good,3.144,4.144,0,0.20254052086281152,0.0,0.05833333333332569,0.001600794652224402,0.0025766842032626247,0,0.1784338653087616,-0.03333234786987305,-0.25167529779959263,-1.2061542193304584,-1.457829517130051,medium
8,good_into_good_same_class,same-class,good,0.744,1.744,1,0.0570171183588814,0.0,0.0,0.0022660189151667565,0.000979478608603368,1,-0.29915159940719604,0.09083795547485352,0.021007222350354127,-1.2061542193304584,-1.1851469969801043,good
