run_id,construction,model,input,parameter_source,threshold_source,threshold,train_acceptable_original_n,train_poor_source_n,source_only_train_poor_contract,acc,auc,balanced_acc,acceptable_recall,original_unacceptable_recall,confusion
seta_native_imbalanced_source_only_sqi_svmrbf_selected5,native_imbalanced,SQI SVM-RBF selected5,"bSQI,basSQI,kSQI,sSQI,fSQI",paper_table6_fixed_C1_gamma0.14,validation_max_accuracy,0.5515,541,158,original train unacceptable only,0.912751677852349,0.9062173458725182,0.803030303030303,1.0,0.6060606060606061,"{""tn"": 20, ""fp"": 13, ""fn"": 0, ""tp"": 116}"
seta_fixed_synthetic_source_only_sqi_svmrbf_selected5,fixed_synthetic,SQI SVM-RBF selected5,"bSQI,basSQI,kSQI,sSQI,fSQI",paper_table6_fixed_C1_gamma0.14,validation_max_accuracy,0.23,541,383,generated train unacceptable only; original train unacceptable excluded,0.7785234899328859,0.5828108672936259,0.510841170323929,0.9913793103448276,0.0303030303030303,"{""tn"": 1, ""fp"": 32, ""fn"": 1, ""tp"": 115}"
seta_quota_draw_source_only_sqi_svmrbf_selected5,quota_draw,SQI SVM-RBF selected5,"bSQI,basSQI,kSQI,sSQI,fSQI",paper_table6_fixed_C1_gamma0.14,validation_max_accuracy,0.44,541,383,generated train unacceptable only; original train unacceptable excluded,0.8657718120805369,0.8889759665621735,0.7728578892371996,0.9396551724137931,0.6060606060606061,"{""tn"": 20, ""fp"": 13, ""fn"": 7, ""tp"": 109}"
seta_smc_gapfill_source_only_sqi_svmrbf_selected5,smc_gapfill,SQI SVM-RBF selected5,"bSQI,basSQI,kSQI,sSQI,fSQI",paper_table6_fixed_C1_gamma0.14,validation_max_accuracy,0.4095,541,383,generated train unacceptable only; original train unacceptable excluded,0.8657718120805369,0.8644200626959248,0.7728578892371996,0.9396551724137931,0.6060606060606061,"{""tn"": 20, ""fp"": 13, ""fn"": 7, ""tp"": 109}"
